,location,total_sqft,bath,price,bhk
6110,"DHA Defence, Karachi, Sindh",3600,6,303,6
6113,"DHA Defence, Karachi, Sindh",1232,2,89,2
6114,"DHA Defence, Karachi, Sindh",1614,2,100,3
6116,"DHA Defence, Karachi, Sindh",2072,4,155,3
6119,"DHA Defence, Karachi, Sindh",1216,2,75,2
6120,"DHA Defence, Karachi, Sindh",2245,4,154,4
6121,"DHA Defence, Karachi, Sindh",1476,3,125,3
6122,"DHA Defence, Karachi, Sindh",1852,3,130,3
6124,"DHA Defence, Karachi, Sindh",2423,4,160,3
6125,"DHA Defence, Karachi, Sindh",1152,2,90,2
6126,"DHA Defence, Karachi, Sindh",1762,3,133,3
6127,"DHA Defence, Karachi, Sindh",1400,3,92,3
6130,"DHA Defence, Karachi, Sindh",1890,3,108,3
6137,"DHA Defence, Karachi, Sindh",827,2,45,2
6138,"DHA Defence, Karachi, Sindh",4000,4,380,4
6140,"DHA Defence, Karachi, Sindh",1500,3,125,3
6146,"DHA Defence, Karachi, Sindh",1675,2,135,3
6150,"DHA Defence, Karachi, Sindh",1863,3,105,4
6151,"DHA Defence, Karachi, Sindh",1914,3,149,3
6152,"DHA Defence, Karachi, Sindh",1458,3,79,3
6154,"DHA Defence, Karachi, Sindh",3035,5,220,3
6155,"DHA Defence, Karachi, Sindh",918,2,50,2
6157,"DHA Defence, Karachi, Sindh",1532.5,3,84.29,3
6162,"DHA Defence, Karachi, Sindh",658,1,26.91,1
6164,"DHA Defence, Karachi, Sindh",1242,2,65,2
6165,"DHA Defence, Karachi, Sindh",1910,3,119,3
6166,"DHA Defence, Karachi, Sindh",1610,4,85,3
6167,"DHA Defence, Karachi, Sindh",1127,2,65,2
6170,"DHA Defence, Karachi, Sindh",2200,4,160,3
6171,"DHA Defence, Karachi, Sindh",2400,3,150,3
6174,"DHA Defence, Karachi, Sindh",1314,2,83,2
6175,"DHA Defence, Karachi, Sindh",690,1,39.8,1
6178,"DHA Defence, Karachi, Sindh",1198,2,65,2
6179,"DHA Defence, Karachi, Sindh",1656,3,90,3
6180,"DHA Defence, Karachi, Sindh",1515,3,90,3
6182,"DHA Defence, Karachi, Sindh",2197,3,136,3
6184,"DHA Defence, Karachi, Sindh",645,1,16.45,1
6186,"DHA Defence, Karachi, Sindh",1190,2,68,2
6187,"DHA Defence, Karachi, Sindh",7000,4,550,4
6190,"DHA Defence, Karachi, Sindh",1357,2,130,2
6196,"DHA Defence, Karachi, Sindh",840,2,50,1
6197,"DHA Defence, Karachi, Sindh",2502,4,180,4
6198,"DHA Defence, Karachi, Sindh",583,1,26.9,1
6201,"DHA Defence, Karachi, Sindh",750,1,51,1
6205,"DHA Defence, Karachi, Sindh",1200,1,69,1
6207,"DHA Defence, Karachi, Sindh",2480,4,260,3
6209,"DHA Defence, Karachi, Sindh",1500,3,75,3
6215,"DHA Defence, Karachi, Sindh",1200,3,87,4
6217,"DHA Defence, Karachi, Sindh",1650,3,101,3
6223,"DHA Defence, Karachi, Sindh",820,2,45,2
6224,"DHA Defence, Karachi, Sindh",1800,3,90,3
6227,"DHA Defence, Karachi, Sindh",1200,3,68.4,3
6228,"DHA Defence, Karachi, Sindh",1290,1,77.5,2
6230,"DHA Defence, Karachi, Sindh",1464,2,145,2
6232,"DHA Defence, Karachi, Sindh",1047,2,82.62,2
6233,"DHA Defence, Karachi, Sindh",1200,2,75,2
6235,"DHA Defence, Karachi, Sindh",1000,2,62,2
6236,"DHA Defence, Karachi, Sindh",1682,3,113,3
6237,"DHA Defence, Karachi, Sindh",1756,3,131,3
6238,"DHA Defence, Karachi, Sindh",1238,2,67.32,2
6242,"DHA Defence, Karachi, Sindh",1590,3,131,3
6243,"DHA Defence, Karachi, Sindh",644,1,40,1
6244,"DHA Defence, Karachi, Sindh",1260,2,100,2
6245,"DHA Defence, Karachi, Sindh",1595,3,110,3
6246,"DHA Defence, Karachi, Sindh",1859,3,108,3
6247,"DHA Defence, Karachi, Sindh",1079,2,60,2
6251,"DHA Defence, Karachi, Sindh",1830,4,135,3
6253,"DHA Defence, Karachi, Sindh",1485,2,156,3
6254,"DHA Defence, Karachi, Sindh",2070,3,135,3
6255,"DHA Defence, Karachi, Sindh",957,2,52.5,2
6256,"DHA Defence, Karachi, Sindh",1268,2,69,2
6263,"DHA Defence, Karachi, Sindh",800,2,55,2
6266,"DHA Defence, Karachi, Sindh",1480,2,125,3
6267,"DHA Defence, Karachi, Sindh",1710,2,90.63,3
6268,"DHA Defence, Karachi, Sindh",2106,3,148,3
6270,"DHA Defence, Karachi, Sindh",1602,2,104,2
6271,"DHA Defence, Karachi, Sindh",1660,2,116,3
6272,"DHA Defence, Karachi, Sindh",1549,3,80,3
6273,"DHA Defence, Karachi, Sindh",700,1,38,1
6274,"DHA Defence, Karachi, Sindh",1012,2,64,2
6275,"DHA Defence, Karachi, Sindh",1469,3,89,3
6276,"DHA Defence, Karachi, Sindh",1216,2,69,2
6280,"DHA Defence, Karachi, Sindh",1800,3,90,3
6281,"DHA Defence, Karachi, Sindh",1500,2,130,2
6282,"DHA Defence, Karachi, Sindh",645,1,16.45,1
6283,"DHA Defence, Karachi, Sindh",2010,3,125,3
6284,"DHA Defence, Karachi, Sindh",1240,2,80,2
6286,"DHA Defence, Karachi, Sindh",1504,2,100,3
6287,"DHA Defence, Karachi, Sindh",3820,1,306,1
6289,"DHA Defence, Karachi, Sindh",1200,4,130,4
6291,"DHA Defence, Karachi, Sindh",1500,3,83,3
6292,"DHA Defence, Karachi, Sindh",1140,2,70.93,2
6295,"DHA Defence, Karachi, Sindh",1677,3,98,3
6298,"DHA Defence, Karachi, Sindh",2060,3,150,3
6299,"DHA Defence, Karachi, Sindh",1716,2,115,3
6300,"DHA Defence, Karachi, Sindh",1864,3,140,3
6301,"DHA Defence, Karachi, Sindh",638,1,32,1
6303,"DHA Defence, Karachi, Sindh",1539,3,85,3
6307,"DHA Defence, Karachi, Sindh",1740,3,120,3
6308,"DHA Defence, Karachi, Sindh",1855,3,145,3
6309,"DHA Defence, Karachi, Sindh",1724,3,146,3
6310,"DHA Defence, Karachi, Sindh",1020,2,60,2
6311,"DHA Defence, Karachi, Sindh",1450,3,75,3
6312,"DHA Defence, Karachi, Sindh",1200,2,80,2
6313,"DHA Defence, Karachi, Sindh",550,1,16,1
6321,"DHA Defence, Karachi, Sindh",1489,2,82,3
6325,"DHA Defence, Karachi, Sindh",1682,3,114,3
6326,"DHA Defence, Karachi, Sindh",1198,2,86.26,2
6327,"DHA Defence, Karachi, Sindh",3664,3,325,3
6330,"DHA Defence, Karachi, Sindh",690,2,42,2
6331,"DHA Defence, Karachi, Sindh",539,1,45,1
6332,"DHA Defence, Karachi, Sindh",1200,4,85,4
6333,"DHA Defence, Karachi, Sindh",2400,3,120,3
6334,"DHA Defence, Karachi, Sindh",1200,2,79.55,2
6337,"DHA Defence, Karachi, Sindh",2520,3,150,3
6338,"DHA Defence, Karachi, Sindh",1225,2,66.5,2
6339,"DHA Defence, Karachi, Sindh",1350,2,72,2
6341,"DHA Defence, Karachi, Sindh",1490,3,79,3
6342,"DHA Defence, Karachi, Sindh",1200,4,86,4
6343,"DHA Defence, Karachi, Sindh",1322,2,80,2
6344,"DHA Defence, Karachi, Sindh",2173,3,128,3
6346,"DHA Defence, Karachi, Sindh",1170,2,65,2
6347,"DHA Defence, Karachi, Sindh",1250,2,90,2
6349,"DHA Defence, Karachi, Sindh",1900,2,190,3
6350,"DHA Defence, Karachi, Sindh",2145,3,180,3
6351,"DHA Defence, Karachi, Sindh",960,2,58,2
6352,"DHA Defence, Karachi, Sindh",907,1,38,1
6353,"DHA Defence, Karachi, Sindh",1210,2,74,2
6354,"DHA Defence, Karachi, Sindh",1350,2,75,3
6362,"DHA Defence, Karachi, Sindh",1600,3,95,3
6363,"DHA Defence, Karachi, Sindh",1480,2,80,2
6365,"DHA Defence, Karachi, Sindh",480,1,25,1
6367,"DHA Defence, Karachi, Sindh",600,2,23,1
6368,"DHA Defence, Karachi, Sindh",1590,2,85,3
6370,"DHA Defence, Karachi, Sindh",1027,2,60,2
6371,"DHA Defence, Karachi, Sindh",3463,6,310,4
6372,"DHA Defence, Karachi, Sindh",2790,5,198,4
6374,"DHA Defence, Karachi, Sindh",1315,2,140,2
6375,"DHA Defence, Karachi, Sindh",1105,2,90,2
6376,"DHA Defence, Karachi, Sindh",1083,2,100,2
6382,"DHA Defence, Karachi, Sindh",1450,3,75,3
6383,"DHA Defence, Karachi, Sindh",1639,3,120,3
6384,"DHA Defence, Karachi, Sindh",2120,3,177,3
6386,"DHA Defence, Karachi, Sindh",1320,2,115,2
6387,"DHA Defence, Karachi, Sindh",1320,2,99.26,2
6388,"DHA Defence, Karachi, Sindh",2901,4,190,3
6390,"DHA Defence, Karachi, Sindh",1596,3,79.8,3
6392,"DHA Defence, Karachi, Sindh",4062.5,2,341,4
6393,"DHA Defence, Karachi, Sindh",1175,2,79,2
6395,"DHA Defence, Karachi, Sindh",1713,3,125,3
6398,"DHA Defence, Karachi, Sindh",1795,3,139,3
6399,"DHA Defence, Karachi, Sindh",600,1,19.5,1
6400,"DHA Defence, Karachi, Sindh",1240,2,65,2
6401,"DHA Defence, Karachi, Sindh",1965,4,132,3
6402,"DHA Defence, Karachi, Sindh",4111,4,370,4
6403,"DHA Defence, Karachi, Sindh",1112,2,68,2
6404,"DHA Defence, Karachi, Sindh",1136,2,64.5,2
6405,"DHA Defence, Karachi, Sindh",914,2,55,2
6410,"DHA Defence, Karachi, Sindh",1485,2,96.51,2
6415,"DHA Defence, Karachi, Sindh",720,1,60,1
6416,"DHA Defence, Karachi, Sindh",1460,2,100,3
6418,"DHA Defence, Karachi, Sindh",1158,2,75,2
6420,"DHA Defence, Karachi, Sindh",1760,3,128,3
6423,"DHA Defence, Karachi, Sindh",1706,3,154,3
6424,"DHA Defence, Karachi, Sindh",1600,3,112,3
6425,"DHA Defence, Karachi, Sindh",1200,2,90,2
6426,"DHA Defence, Karachi, Sindh",1755,3,101,3
6428,"DHA Defence, Karachi, Sindh",1200,2,67,2
6429,"DHA Defence, Karachi, Sindh",1266.67,2,69,2
6430,"DHA Defence, Karachi, Sindh",1800,3,90,3
6434,"DHA Defence, Karachi, Sindh",2000,2,160,2
6435,"DHA Defence, Karachi, Sindh",1210,2,80,2
6440,"DHA Defence, Karachi, Sindh",1163,2,65,2
6441,"DHA Defence, Karachi, Sindh",1800,3,95,3
6442,"DHA Defence, Karachi, Sindh",1100,2,58,2
6445,"DHA Defence, Karachi, Sindh",1933,3,98,3
6448,"DHA Defence, Karachi, Sindh",2679,5,280,4
6449,"DHA Defence, Karachi, Sindh",770,1,43.82,1
6450,"DHA Defence, Karachi, Sindh",1777.26,3,105,3
6451,"DHA Defence, Karachi, Sindh",1339,2,85,2
6452,"DHA Defence, Karachi, Sindh",3044,3,183,3
6454,"DHA Defence, Karachi, Sindh",1163,2,62,3
6455,"DHA Defence, Karachi, Sindh",1200,2,65,2
6456,"DHA Defence, Karachi, Sindh",3090,4,325,4
6457,"DHA Defence, Karachi, Sindh",1299,2,100,2
6458,"DHA Defence, Karachi, Sindh",1170,2,75,2
6459,"DHA Defence, Karachi, Sindh",2195,2,152,3
6460,"DHA Defence, Karachi, Sindh",2600,4,175,4
6461,"DHA Defence, Karachi, Sindh",1900,3,125,3
6463,"DHA Defence, Karachi, Sindh",705,1,57,1
6464,"DHA Defence, Karachi, Sindh",1089,2,60,2
6465,"DHA Defence, Karachi, Sindh",880,2,48,2
6467,"DHA Defence, Karachi, Sindh",1093,2,68.1,2
6468,"DHA Defence, Karachi, Sindh",1480,3,75.48,3
6470,"DHA Defence, Karachi, Sindh",1690,3,116,3
6471,"DHA Defence, Karachi, Sindh",1305,2,78,2
6475,"DHA Defence, Karachi, Sindh",1500,4,99,3
6477,"DHA Defence, Karachi, Sindh",1200,2,100,3
6478,"DHA Defence, Karachi, Sindh",2225,3,149,3
6479,"DHA Defence, Karachi, Sindh",1022,2,57,2
6482,"DHA Defence, Karachi, Sindh",650,1,17,1
6484,"DHA Defence, Karachi, Sindh",1200,2,76,2
6488,"DHA Defence, Karachi, Sindh",1275,2,73,2
6491,"DHA Defence, Karachi, Sindh",1000,1,90,2
6493,"DHA Defence, Karachi, Sindh",1300,2,120,2
6494,"DHA Defence, Karachi, Sindh",1713,3,110,3
6496,"DHA Defence, Karachi, Sindh",3004,4,158,3
6497,"DHA Defence, Karachi, Sindh",790,2,49.5,2
6498,"DHA Defence, Karachi, Sindh",1605,3,100,3
6499,"DHA Defence, Karachi, Sindh",1260,2,76,3
6500,"DHA Defence, Karachi, Sindh",1615,3,175,3
6503,"DHA Defence, Karachi, Sindh",1025,2,53.9,2
6504,"DHA Defence, Karachi, Sindh",1877,4,150,3
6505,"DHA Defence, Karachi, Sindh",1649,3,150,3
6506,"DHA Defence, Karachi, Sindh",1542,3,98,3
6507,"DHA Defence, Karachi, Sindh",1027,2,68.62,2
6510,"DHA Defence, Karachi, Sindh",1254,2,65,3
6512,"DHA Defence, Karachi, Sindh",1333,2,77.27,2
6513,"DHA Defence, Karachi, Sindh",1100,3,110,3
6514,"DHA Defence, Karachi, Sindh",1650,3,82,3
6516,"DHA Defence, Karachi, Sindh",940,2,54,2
6518,"DHA Defence, Karachi, Sindh",1500,2,77.5,3
6519,"DHA Defence, Karachi, Sindh",1890,2,100,3
6520,"DHA Defence, Karachi, Sindh",1050,2,70,2
6523,"DHA Defence, Karachi, Sindh",3000,4,235,3
6524,"DHA Defence, Karachi, Sindh",1459,2,95,3
6525,"DHA Defence, Karachi, Sindh",645,1,16.45,1
6526,"DHA Defence, Karachi, Sindh",875,2,57,2
6529,"DHA Defence, Karachi, Sindh",1776,3,190,3
6530,"DHA Defence, Karachi, Sindh",1600,3,170,3
6531,"DHA Defence, Karachi, Sindh",2000,3,105,3
6532,"DHA Defence, Karachi, Sindh",1232,2,66,2
6536,"DHA Defence, Karachi, Sindh",1200,3,99,3
6537,"DHA Defence, Karachi, Sindh",1395,2,75,2
6541,"DHA Defence, Karachi, Sindh",1645,3,117,3
6545,"DHA Defence, Karachi, Sindh",1829,3,125,3
6546,"DHA Defence, Karachi, Sindh",5720,3,350,3
6547,"DHA Defence, Karachi, Sindh",1390,2,95,2
6548,"DHA Defence, Karachi, Sindh",1500,3,104,3
6549,"DHA Defence, Karachi, Sindh",2047,3,136,3
6550,"DHA Defence, Karachi, Sindh",1202,2,79,2
6551,"DHA Defence, Karachi, Sindh",605,1,40,1
6552,"DHA Defence, Karachi, Sindh",1331,2,88,2
6554,"DHA Defence, Karachi, Sindh",1007,2,62,2
6558,"DHA Defence, Karachi, Sindh",1341,2,95,2
6559,"DHA Defence, Karachi, Sindh",992,2,60,2
6560,"DHA Defence, Karachi, Sindh",1163,2,68,2
6561,"DHA Defence, Karachi, Sindh",1229,2,70,2
6564,"DHA Defence, Karachi, Sindh",1700,3,111,3
6566,"DHA Defence, Karachi, Sindh",1342,2,70,2
6572,"DHA Defence, Karachi, Sindh",2700,3,150,3
6573,"DHA Defence, Karachi, Sindh",1780,3,110,3
6574,"DHA Defence, Karachi, Sindh",1200,2,80,2
6575,"DHA Defence, Karachi, Sindh",900,2,49,2
6578,"DHA Defence, Karachi, Sindh",900,2,65,3
6579,"DHA Defence, Karachi, Sindh",1500,1,60,1
6583,"DHA Defence, Karachi, Sindh",2700,8,290,8
6586,"DHA Defence, Karachi, Sindh",1375,2,72,2
6587,"DHA Defence, Karachi, Sindh",1200,2,75,3
6588,"DHA Defence, Karachi, Sindh",1315,2,75,2
6591,"DHA Defence, Karachi, Sindh",1178,2,82,2
6593,"DHA Defence, Karachi, Sindh",1093,2,72,2
6595,"DHA Defence, Karachi, Sindh",5000,6,360,5
6596,"DHA Defence, Karachi, Sindh",1200,2,130,3
6597,"DHA Defence, Karachi, Sindh",2210,3,156,3
6598,"DHA Defence, Karachi, Sindh",1150,2,70,2
6600,"DHA Defence, Karachi, Sindh",1173,2,78.2,2
6602,"DHA Defence, Karachi, Sindh",1717,3,120,3
6605,"DHA Defence, Karachi, Sindh",1025,2,90,2
6607,"DHA Defence, Karachi, Sindh",1740,4,130,3
6608,"DHA Defence, Karachi, Sindh",1232,2,88,2
6610,"DHA Defence, Karachi, Sindh",5924,4,625,4
6614,"DHA Defence, Karachi, Sindh",650,1,16,1
6617,"DHA Defence, Karachi, Sindh",1240,2,71,2
6618,"DHA Defence, Karachi, Sindh",1200,2,75,2
6620,"DHA Defence, Karachi, Sindh",1504,2,102,3
6621,"DHA Defence, Karachi, Sindh",864,2,45,2
6623,"DHA Defence, Karachi, Sindh",1333,2,100,2
6624,"DHA Defence, Karachi, Sindh",1800,4,145,4
6625,"DHA Defence, Karachi, Sindh",6136,4,550,4
6626,"DHA Defence, Karachi, Sindh",1698,3,107,3
6631,"DHA Defence, Karachi, Sindh",3000,4,240,4
6632,"DHA Defence, Karachi, Sindh",2145,3,165,3
6633,"DHA Defence, Karachi, Sindh",1693,3,125,3
6635,"DHA Defence, Karachi, Sindh",1150,2,60,2
6636,"DHA Defence, Karachi, Sindh",1625,3,92,3
6637,"DHA Defence, Karachi, Sindh",1246,2,67.4,2
6638,"DHA Defence, Karachi, Sindh",2400,4,250,4
6640,"DHA Defence, Karachi, Sindh",1000,2,70.65,2
6642,"DHA Defence, Karachi, Sindh",1395,2,79,3
6644,"DHA Defence, Karachi, Sindh",1903,6,140,5
6646,"DHA Defence, Karachi, Sindh",2400,5,140,4
6647,"DHA Defence, Karachi, Sindh",2500,3,190,3
6648,"DHA Defence, Karachi, Sindh",1216,2,75,2
6654,"DHA Defence, Karachi, Sindh",1591,3,122,3
6655,"DHA Defence, Karachi, Sindh",1640,3,84,3
6656,"DHA Defence, Karachi, Sindh",450,1,16,1
6667,"DHA Defence, Karachi, Sindh",1280,2,69,3
6668,"DHA Defence, Karachi, Sindh",1614,3,95,3
6676,"DHA Defence, Karachi, Sindh",1293,2,75,2
6678,"DHA Defence, Karachi, Sindh",1599,3,80,3
6681,"DHA Defence, Karachi, Sindh",1050,2,63.5,2
6682,"DHA Defence, Karachi, Sindh",1595,3,88,3
6683,"DHA Defence, Karachi, Sindh",1350,2,102,2
6685,"DHA Defence, Karachi, Sindh",2990,4,240,4
6688,"DHA Defence, Karachi, Sindh",1457,3,85,3
6690,"DHA Defence, Karachi, Sindh",1655,3,120,3
6692,"DHA Defence, Karachi, Sindh",1639,3,129,3
6694,"DHA Defence, Karachi, Sindh",4003,6,300,4
6695,"DHA Defence, Karachi, Sindh",2400,3,135,3
6702,"DHA Defence, Karachi, Sindh",2400,3,180,3
6705,"DHA Defence, Karachi, Sindh",1255,3,115,3
6706,"DHA Defence, Karachi, Sindh",1051,2,61,2
6707,"DHA Defence, Karachi, Sindh",1099,2,65,2
6708,"DHA Defence, Karachi, Sindh",2650,4,199,3
6709,"DHA Defence, Karachi, Sindh",1541,2,130,2
6710,"DHA Defence, Karachi, Sindh",1200,3,70,3
6712,"DHA Defence, Karachi, Sindh",1650,3,85,3
6713,"DHA Defence, Karachi, Sindh",834,1,62,1
6715,"DHA Defence, Karachi, Sindh",600,1,52,1
6716,"DHA Defence, Karachi, Sindh",1180,2,70,2
6719,"DHA Defence, Karachi, Sindh",1580,3,105,3
6720,"DHA Defence, Karachi, Sindh",2000,3,165,3
6721,"DHA Defence, Karachi, Sindh",1200,2,76,3
6724,"DHA Defence, Karachi, Sindh",650,1,70,1
6725,"DHA Defence, Karachi, Sindh",1564,3,105,3
6726,"DHA Defence, Karachi, Sindh",750,2,58,2
6730,"DHA Defence, Karachi, Sindh",2000,4,135,4
6731,"DHA Defence, Karachi, Sindh",2750,3,260,3
6732,"DHA Defence, Karachi, Sindh",1650,3,105,3
6736,"DHA Defence, Karachi, Sindh",4260,4,333,4
6737,"DHA Defence, Karachi, Sindh",1950,6,175,5
6739,"DHA Defence, Karachi, Sindh",1283,2,68,2
6741,"DHA Defence, Karachi, Sindh",1250,2,68.75,3
6744,"DHA Defence, Karachi, Sindh",1199,2,85,2
6745,"DHA Defence, Karachi, Sindh",1280,2,90,2
6747,"DHA Defence, Karachi, Sindh",1100,2,60,2
6748,"DHA Defence, Karachi, Sindh",2075,3,175,3
6749,"DHA Defence, Karachi, Sindh",2400,3,140,4
6750,"DHA Defence, Karachi, Sindh",1280,2,69,2
6754,"DHA Defence, Karachi, Sindh",435,1,22,1
6759,"DHA Defence, Karachi, Sindh",2023,4,130,3
6760,"DHA Defence, Karachi, Sindh",2400,2,125,2
6762,"DHA Defence, Karachi, Sindh",1804,3,166,3
6764,"DHA Defence, Karachi, Sindh",1108,2,74.23,2
6765,"DHA Defence, Karachi, Sindh",1730,3,115,3
6768,"DHA Defence, Karachi, Sindh",2215,4,150,3
6771,"DHA Defence, Karachi, Sindh",1200,1,103,2
6774,"DHA Defence, Karachi, Sindh",2280,4,184,3
6775,"DHA Defence, Karachi, Sindh",2079,3,220,3
6777,"DHA Defence, Karachi, Sindh",1140,2,60,2
6779,"DHA Defence, Karachi, Sindh",1570,3,80,3
6782,"DHA Defence, Karachi, Sindh",1533,3,98.18,3
6783,"DHA Defence, Karachi, Sindh",1100,2,68,2
6784,"DHA Defence, Karachi, Sindh",1540,3,90,3
6788,"DHA Defence, Karachi, Sindh",1245,2,100,2
6790,"DHA Defence, Karachi, Sindh",470,2,10,1
6791,"DHA Defence, Karachi, Sindh",920,2,60,2
6792,"DHA Defence, Karachi, Sindh",2300,7,160,6
6795,"DHA Defence, Karachi, Sindh",1100,2,71.42,2
6796,"DHA Defence, Karachi, Sindh",1019,2,58,2
6798,"DHA Defence, Karachi, Sindh",1200,3,125,4
6799,"DHA Defence, Karachi, Sindh",1700,3,150,3
6800,"DHA Defence, Karachi, Sindh",2515,4,155,3
6801,"DHA Defence, Karachi, Sindh",2215,4,154,3
6803,"DHA Defence, Karachi, Sindh",1800,3,140,3
6807,"DHA Defence, Karachi, Sindh",1740,3,150,3
6808,"DHA Defence, Karachi, Sindh",900,2,90,2
6809,"DHA Defence, Karachi, Sindh",1050,2,80,2
6811,"DHA Defence, Karachi, Sindh",3500,4,185,3
6812,"DHA Defence, Karachi, Sindh",1970,3,164,3
6813,"DHA Defence, Karachi, Sindh",2130,4,120,4
6814,"DHA Defence, Karachi, Sindh",1260,2,108,2
6816,"DHA Defence, Karachi, Sindh",2264,3,168,3
6819,"DHA Defence, Karachi, Sindh",1125,2,65,2
6822,"DHA Defence, Karachi, Sindh",1300,2,75,3
6824,"DHA Defence, Karachi, Sindh",2200,3,220,3
6826,"DHA Defence, Karachi, Sindh",1520,2,85,3
6827,"DHA Defence, Karachi, Sindh",1040,2,61,2
6828,"DHA Defence, Karachi, Sindh",1300,2,67,3
6829,"DHA Defence, Karachi, Sindh",2690,4,201,4
6830,"DHA Defence, Karachi, Sindh",780,1,70,1
6831,"DHA Defence, Karachi, Sindh",646,1,25.84,1
6832,"DHA Defence, Karachi, Sindh",1600,3,150,3
6833,"DHA Defence, Karachi, Sindh",1890,4,125,3
6835,"DHA Defence, Karachi, Sindh",1970,3,160,3
6836,"DHA Defence, Karachi, Sindh",1007,2,67,2
6837,"DHA Defence, Karachi, Sindh",1700,3,150,3
6840,"DHA Defence, Karachi, Sindh",1150,2,62,3
6846,"DHA Defence, Karachi, Sindh",1050,2,55,2
6848,"DHA Defence, Karachi, Sindh",947.55,2,80,2
6849,"DHA Defence, Karachi, Sindh",1421,2,90,2
6850,"DHA Defence, Karachi, Sindh",1425,2,74.31,3
6852,"DHA Defence, Karachi, Sindh",905,1,60,1
6855,"DHA Defence, Karachi, Sindh",3500,4,289,4
6859,"DHA Defence, Karachi, Sindh",3200,3,250,4
6865,"DHA Defence, Karachi, Sindh",1728,3,125,3
6866,"DHA Defence, Karachi, Sindh",1680,3,125,3
6867,"DHA Defence, Karachi, Sindh",3990,4,260,4
6868,"DHA Defence, Karachi, Sindh",1495,2,83,2
6869,"DHA Defence, Karachi, Sindh",2501,3,138,3
6870,"DHA Defence, Karachi, Sindh",3200,3,260,3
6873,"DHA Defence, Karachi, Sindh",1450,3,90,3
6875,"DHA Defence, Karachi, Sindh",1210,2,80,2
6876,"DHA Defence, Karachi, Sindh",1620,3,90,3
6879,"DHA Defence, Karachi, Sindh",1603,3,113,3
6881,"DHA Defence, Karachi, Sindh",670,1,50,1
6882,"DHA Defence, Karachi, Sindh",1864,3,105,4
6885,"DHA Defence, Karachi, Sindh",770,1,39.9,2
6886,"DHA Defence, Karachi, Sindh",1893,3,115,3
6887,"DHA Defence, Karachi, Sindh",1496,2,78,3
6889,"DHA Defence, Karachi, Sindh",1550,2,82,3
6891,"DHA Defence, Karachi, Sindh",1494,2,94.55,3
6892,"DHA Defence, Karachi, Sindh",1286,2,69,2
6893,"DHA Defence, Karachi, Sindh",1860,3,95,3
6895,"DHA Defence, Karachi, Sindh",1200,3,110,4
6897,"DHA Defence, Karachi, Sindh",1859,3,121,3
6899,"DHA Defence, Karachi, Sindh",784,1,35.285,1
6900,"DHA Defence, Karachi, Sindh",5000,2,400,2
6906,"DHA Defence, Karachi, Sindh",1308,2,89.04,2
6907,"DHA Defence, Karachi, Sindh",1232,2,69.6,2
6909,"DHA Defence, Karachi, Sindh",1250,2,65,2
6911,"DHA Defence, Karachi, Sindh",1434,3,84,3
6913,"DHA Defence, Karachi, Sindh",1858,3,123,3
6914,"DHA Defence, Karachi, Sindh",1205,2,70,2
6915,"DHA Defence, Karachi, Sindh",1500,3,90,3
6917,"DHA Defence, Karachi, Sindh",1195,2,73,2
6918,"DHA Defence, Karachi, Sindh",1452,3,90,3
6920,"DHA Defence, Karachi, Sindh",3746,6,375,4
6923,"DHA Defence, Karachi, Sindh",3500,2,350,4
6929,"DHA Defence, Karachi, Sindh",1221,3,65,3
6930,"DHA Defence, Karachi, Sindh",2072,3,122,3
6933,"DHA Defence, Karachi, Sindh",1253,2,81.5,2
6934,"DHA Defence, Karachi, Sindh",1061,2,54.92,2
6935,"DHA Defence, Karachi, Sindh",1950,3,115,3
6936,"DHA Defence, Karachi, Sindh",1585,2,80,3
6940,"DHA Defence, Karachi, Sindh",3900,4,410,4
6941,"DHA Defence, Karachi, Sindh",1300,2,100,2
6945,"DHA Defence, Karachi, Sindh",1565,3,98.91,3
6948,"DHA Defence, Karachi, Sindh",1255,2,95,3
6949,"DHA Defence, Karachi, Sindh",1655,3,131,3
6950,"DHA Defence, Karachi, Sindh",6000,1,276,1
6951,"DHA Defence, Karachi, Sindh",825,2,40,1
6952,"DHA Defence, Karachi, Sindh",1634,3,111,3
6953,"DHA Defence, Karachi, Sindh",1222,2,80,2
6955,"DHA Defence, Karachi, Sindh",3750,6,375,4
6956,"DHA Defence, Karachi, Sindh",1197,2,82,2
6957,"DHA Defence, Karachi, Sindh",640,1,19.83,1
6959,"DHA Defence, Karachi, Sindh",1305,2,70,2
6960,"DHA Defence, Karachi, Sindh",450,1,18,1
6961,"DHA Defence, Karachi, Sindh",705,1,57,1
6963,"DHA Defence, Karachi, Sindh",1991,3,104,3
6964,"DHA Defence, Karachi, Sindh",1779,3,90,3
6966,"DHA Defence, Karachi, Sindh",1595,3,120,3
6967,"DHA Defence, Karachi, Sindh",525,1,26,1
6968,"DHA Defence, Karachi, Sindh",2000,4,138,3
6971,"DHA Defence, Karachi, Sindh",1610,3,80.48,3
6973,"DHA Defence, Karachi, Sindh",4800,5,420,4
6974,"DHA Defence, Karachi, Sindh",2600,3,147,3
6976,"DHA Defence, Karachi, Sindh",800,1,72,1
6978,"DHA Defence, Karachi, Sindh",1225,2,82,3
6979,"DHA Defence, Karachi, Sindh",1225,2,69,3
6980,"DHA Defence, Karachi, Sindh",1984,4,145,3
6981,"DHA Defence, Karachi, Sindh",2425,3,197,3
